iter	Passed	Remaining
691	5668	4161
692	5675	4152
693	5683	4144
694	5691	4135
695	5698	4126
696	5705	4117
697	5712	4108
698	5719	4099
699	5726	4090
700	5733	4081
701	5740	4072
702	5747	4063
703	5754	4054
704	5761	4045
705	5768	4036
706	5776	4027
707	5784	4019
708	5791	4010
709	5799	4002
710	5806	3993
711	5813	3984
712	5820	3975
713	5827	3966
714	5834	3957
715	5842	3949
716	5849	3940
717	5857	3931
718	5864	3923
719	5868	3912
720	5874	3903
721	5881	3894
722	5889	3885
723	5896	3876
724	5904	3868
725	5911	3859
726	5917	3850
727	5925	3841
728	5932	3832
729	5939	3823
730	5946	3815
731	5953	3806
732	5960	3797
733	5967	3788
734	5974	3779
735	5981	3770
736	5988	3762
737	5995	3753
738	6002	3744
739	6010	3736
740	6017	3727
741	6025	3719
742	6032	3710
743	6039	3701
744	6047	3693
745	6054	3684
746	6061	3675
747	6068	3666
748	6075	3658
749	6082	3649
750	6089	3640
751	6097	3632
752	6105	3624
753	6112	3615
754	6119	3606
755	6127	3598
756	6134	3589
757	6142	3581
758	6149	3573
759	6157	3565
760	6164	3556
761	6172	3547
762	6179	3539
763	6186	3530
764	6194	3522
765	6201	3513
766	6209	3505
767	6217	3497
768	6224	3488
769	6231	3480
770	6238	3471
771	6245	3462
772	6252	3453
773	6259	3444
774	6266	3436
775	6273	3427
776	6281	3419
777	6288	3410
778	6294	3402
779	6302	3393
780	6308	3384
781	6316	3376
782	6326	3369
783	6336	3362
784	6345	3354
785	6356	3348
786	6368	3342
787	6378	3335
788	6387	3327
789	6397	3320
790	6405	3312
791	6413	3303
792	6420	3295
793	6430	3287
794	6439	3280
795	6447	3272
796	6455	3264
797	6463	3256
798	6471	3248
799	6480	3240
800	6488	3232
801	6498	3224
802	6504	3215
803	6511	3206
804	6517	3198
805	6525	3189
806	6532	3181
807	6536	3171
808	6543	3162
809	6550	3153
810	6556	3144
811	6563	3136
812	6569	3127
813	6576	3118
814	6584	3110
815	6592	3102
816	6600	3094
817	6607	3085
818	6614	3076
819	6621	3068
820	6628	3060
821	6636	3052
822	6644	3043
823	6651	3035
824	6659	3026
825	6666	3018
826	6674	3010
827	6682	3002
828	6690	2994
829	6698	2985
830	6704	2977
831	6712	2968
832	6719	2960
833	6727	2952
834	6734	2943
835	6742	2935
836	6750	2927
837	6756	2918
838	6763	2910
839	6771	2902
840	6779	2893
841	6787	2885
842	6795	2877
843	6802	2869
844	6809	2860
845	6816	2852
846	6825	2844
847	6833	2836
848	6840	2828
849	6848	2819
850	6856	2811
851	6863	2803
852	6870	2794
853	6878	2786
854	6886	2778
855	6893	2770
856	6900	2761
857	6908	2753
858	6915	2745
859	6923	2737
860	6930	2728
861	6938	2720
862	6946	2712
863	6953	2704
864	6960	2695
865	6968	2687
866	6976	2679
867	6983	2671
868	6993	2663
869	7001	2655
870	7007	2647
871	7015	2638
872	7023	2630
873	7030	2622
874	7038	2614
875	7045	2606
876	7052	2597
877	7060	2589
878	7068	2581
879	7075	2573
880	7083	2564
881	7090	2556
882	7097	2547
883	7104	2539
884	7111	2531
885	7120	2523
886	7127	2515
887	7135	2506
888	7142	2498
889	7149	2490
890	7156	2481
891	7163	2473
892	7171	2465
893	7179	2457
894	7187	2449
895	7194	2440
896	7201	2432
897	7208	2424
898	7216	2416
899	7224	2408
900	7231	2399
901	7239	2391
902	7246	2383
903	7253	2375
904	7260	2366
905	7267	2358
906	7274	2350
907	7281	2341
908	7289	2333
909	7296	2325
910	7303	2316
911	7310	2308
912	7318	2300
913	7326	2292
914	7334	2284
915	7342	2276
916	7350	2268
917	7356	2259
918	7365	2252
919	7372	2243
920	7381	2235
921	7388	2227
922	7395	2219
923	7402	2211
924	7410	2203
925	7418	2195
926	7426	2187
927	7434	2179
928	7441	2170
929	7448	2162
930	7455	2154
931	7462	2145
932	7469	2137
933	7476	2129
934	7483	2121
935	7491	2112
936	7498	2104
937	7505	2096
938	7512	2088
939	7520	2080
940	7527	2071
941	7534	2063
942	7543	2055
943	7550	2047
944	7558	2039
945	7565	2031
946	7572	2023
947	7579	2014
948	7586	2006
949	7594	1998
950	7601	1990
951	7608	1982
952	7616	1973
953	7622	1965
954	7630	1957
955	7637	1949
956	7644	1940
957	7650	1932
958	7657	1924
959	7664	1916
960	7672	1908
961	7679	1899
962	7686	1891
963	7694	1883
964	7700	1875
965	7708	1867
966	7715	1859
967	7723	1851
968	7730	1842
969	7738	1834
970	7745	1826
971	7752	1818
972	7759	1810
973	7767	1802
974	7773	1793
975	7781	1785
976	7788	1777
977	7795	1769
978	7803	1761
979	7810	1753
980	7817	1745
981	7824	1737
982	7832	1729
983	7840	1721
984	7847	1712
985	7854	1704
986	7861	1696
987	7868	1688
988	7875	1680
989	7882	1672
990	7889	1663
991	7896	1655
992	7903	1647
993	7910	1639
994	7917	1631
995	7924	1623
996	7931	1615
997	7938	1606
998	7945	1598
999	7952	1590
1000	7959	1582
1001	7966	1574
1002	7973	1566
1003	7980	1558
1004	7987	1549
1005	7995	1541
1006	8002	1533
1007	8010	1525
1008	8017	1517
1009	8023	1509
1010	8031	1501
1011	8037	1493
1012	8044	1485
1013	8051	1476
1014	8058	1468
1015	8065	1460
1016	8073	1452
1017	8080	1444
1018	8088	1436
1019	8094	1428
1020	8101	1420
1021	8109	1412
1022	8117	1404
1023	8124	1396
1024	8132	1388
1025	8139	1380
1026	8146	1372
1027	8153	1364
1028	8161	1356
1029	8168	1348
1030	8175	1340
1031	8183	1332
1032	8190	1324
1033	8197	1315
1034	8204	1307
1035	8211	1299
1036	8218	1291
1037	8225	1283
1038	8232	1275
1039	8239	1267
1040	8246	1259
1041	8253	1251
1042	8261	1243
1043	8268	1235
1044	8275	1227
1045	8282	1219
1046	8290	1211
1047	8297	1203
1048	8304	1195
1049	8313	1187
1050	8320	1179
1051	8327	1171
1052	8335	1163
1053	8342	1155
1054	8349	1147
1055	8356	1139
1056	8364	1131
1057	8371	1123
1058	8379	1115
1059	8386	1107
1060	8393	1099
1061	8400	1091
1062	8407	1083
1063	8414	1075
1064	8422	1067
1065	8428	1059
1066	8435	1051
1067	8442	1043
1068	8449	1035
1069	8456	1027
1070	8463	1019
1071	8471	1011
1072	8477	1003
1073	8484	995
1074	8491	987
1075	8498	979
1076	8505	971
1077	8513	963
1078	8520	955
1079	8526	947
1080	8533	939
1081	8540	931
1082	8547	923
1083	8554	915
1084	8561	907
1085	8568	899
1086	8574	891
1087	8581	883
1088	8588	875
1089	8595	867
1090	8602	859
1091	8609	851
1092	8616	843
1093	8623	835
1094	8630	827
1095	8637	819
1096	8644	811
1097	8652	803
1098	8659	795
1099	8666	787
1100	8673	779
1101	8680	771
1102	8687	764
1103	8694	756
1104	8702	748
1105	8709	740
1106	8716	732
1107	8724	724
1108	8731	716
1109	8738	708
1110	8745	700
1111	8752	692
1112	8760	684
1113	8767	676
1114	8774	668
1115	8781	660
1116	8788	653
1117	8796	645
1118	8803	637
1119	8810	629
1120	8818	621
1121	8825	613
1122	8832	605
1123	8842	597
1124	8851	590
1125	8862	582
1126	8870	574
1127	8877	566
1128	8885	558
1129	8892	550
1130	8899	542
1131	8906	535
1132	8912	527
1133	8920	519
1134	8926	511
1135	8934	503
1136	8941	495
1137	8949	487
1138	8955	479
1139	8962	471
1140	8969	463
1141	8976	455
1142	8983	448
1143	8991	440
1144	8998	432
1145	9006	424
1146	9013	416
1147	9020	408
1148	9027	400
1149	9035	392
1150	9045	385
1151	9053	377
1152	9060	369
1153	9068	361
1154	9076	353
1155	9083	345
1156	9092	337
1157	9100	330
1158	9107	322
1159	9115	314
1160	9122	306
1161	9130	298
1162	9138	290
1163	9146	282
1164	9154	275
